content,class
第十六条　服务对象接到网络服务提供者转送的通知书后，认为其提供的作品、表演、录音录像制品未侵犯他人权利的，可以向网络服务提供者提交书面说明，要求恢复被删除的作品、表演、录音录像制品，或者恢复与被断开的作品、表演、录音录像制品的链接。书面说明应当包含下列内容：　　（一）服务对象的姓名（名称）、联系方式和地址；　　（二）要求恢复的作品、表演、录音录像制品的名称和网络地址；　　（三）不构成侵权的初步证明材料。　　服务对象应当对书面说明的真实性负责。,使用者要求
互联网上网服务营业场所的上网消费者，应当遵守有关法律、法规的规定，遵守社会公德，开展文明、健康的上网活动。,使用者要求
第十八条互联网上网服务营业场所经营单位和上网消费者不得利用网络游戏或者其他方式进行赌博或者变相赌博活动。,使用者要求
第十四条互联网上网服务营业场所经营单位和上网消费者不得利用互联网上网服务营业场所制作、下载、复制、查阅、发布、传播或者以其他方式使用含有下列内容的信息：　　(一)反对宪法确定的基本原则的；　　(二)危害国家统一、主权和领土完整的；　　(三)泄露国家秘密，危害国家安全或者损害国家荣誉和利益的；　　(四)煽动民族仇恨、民族歧视，破坏民族团结，或者侵害民族风俗、习惯的；　　(五)破坏国家宗教政策，宣扬邪教、迷信的；　　(六)散布谣言，扰乱社会秩序，破坏社会稳定的；　　(七)宣传淫秽、赌博、暴力或者教唆犯罪的；　　(八)侮辱或者诽谤他人，侵害他人合法权益的；　　(九)危害社会公德或者民族优秀文化传统的；　　(十)含有法律、行政法规禁止的其他内容的。,使用者要求
第十五条互联网上网服务营业场所经营单位和上网消费者不得进行下列危害信息网络安全的活动：　　(一)故意制作或者传播计算机病毒以及其他破坏性程序的；　　(二)非法侵入计算机信息系统或者破坏计算机信息系统功能、数据和应用程序的；　　(三)进行法律、行政法规禁止的其他活动的。,使用者要求
第二十九条　电信资源使用者依法取得电信网码号资源后，主导的电信业务经营者和其他有关单位有义务采取必要的技术措施，配合电信资源使用者实现其电信网码号资源的功能。????法律、行政法规对电信资源管理另有特别规定的，从其规定。,使用者要求
电信用户有权自主选择使用依法开办的各类电信业务。,使用者要求
第五十七条　任何组织或者个人不得有下列危害电信网络安全和信息安全的行为：????（一）对电信网的功能或者存储、处理、传输的数据和应用程序进行删除或者修改；????（二）利用电信网从事窃取或者破坏他人信息、损害他人合法权益的活动；????（三）故意制作、复制、传播计算机病毒或者以其他方式攻击他人电信网络等电信设施；????（四）危害电信网络安全和信息安全的其他行为。,使用者要求
第四条　任何单位和个人不得利用国际联网危害国家安全、泄露国家秘密，不得侵犯国家的、社会的、集体的利益和公民的合法权益，不得从事违法犯罪活动。,使用者要求
第六条　任何单位和个人不得从事下列危害计算机信息网络安全的活动：　　(一)未经允许，进入计算机信息网络或者使用计算机信息网络资源的；　　(二)未经允许，对计算机信息网络功能进行删除、修改或者增加的；　　(三)未经允许，对计算机信息网络中存储、处理或者传输的数据和应用程序进行删除、修改或者增加的；　　(四)故意制作、传播计算机病毒等破坏性程序的；　　(五)其他危害计算机信息网络安全的。,使用者要求
　第七条　用户的通信自由和通信秘密受法律保护。任何单位和个人不得违反法律规定，利用国际联网侵犯用户的通信自由和通信秘密。,使用者要求
第一条 为了规范区块链信息服务活动，维护国家安全和社会公共利益，保护公民、法人和其他组织的合法权益，促进区块链技术及相关服务的健康发展，根据《中华人民共和国网络安全法》《互联网信息服务管理办法》和《国务院关于授权国家互联网信息办公室负责互联网信息内容管理工作的通知》，制定本规定。,法规目的
第一条 为加强互联网信息内容管理，促进互联网新闻信息服务健康有序发展，根据《中华人民共和国网络安全法》《互联网信息服务管理办法》《国务院关于授权国家互联网信息办公室负责互联网信息内容管理工作的通知》，制定本规定。,法规目的
第一条　为了规范网络出版服务秩序，促进网络出版服务业健康有序发展，根据《出版管理条例》、《互联网信息服务管理办法》及相关法律法规，制定本规定。,法规目的
第一条　为了保护电信和互联网用户的合法权益，维护网络信息安全，根据《全国人民代表大会常务委员会关于加强网络信息保护的决定》、《中华人民共和国电信条例》和《互联网信息服务管理办法》等法律、行政法规，制定本规定。,法规目的
第一条　为了规范互联网信息服务市场秩序，保护互联网信息服务提供者和用户的合法权益，促进互联网行业的健康发展，根据《中华人民共和国电信条例》、《互联网信息服务管理办法》等法律、行政法规的规定，制定本规定。,法规目的
?第一条　为了加强对互联网文化的管理，保障互联网文化单位的合法权益，促进我国互联网文化健康、有序地发展，根据《全国人民代表大会常务委员会关于维护互联网安全的决定》和《互联网信息服务管理办法》以及国家法律法规有关规定，制定本规定。,法规目的
第一条　为维护国家利益和公共利益，保护公众和互联网视听节目服务单位的合法权益，规范互联网视听节目服务秩序，促进健康有序发展，根据国家有关规定，制定本规定。,法规目的
为规范互联网等信息网络传播视听节目秩序，加强监督管理，促进社会主义精神文明建设，制定本办法。,法规目的
第一条 为促进微博客信息服务健康有序发展，保护公民、法人和其他组织的合法权益，维护国家安全和公共利益，根据《中华人民共和国网络安全法》《国务院关于授权国家互联网信息办公室负责互联网信息内容管理工作的通知》，制定本规定。,法规目的
